,bias,factuality,owner,source,owner_type,said,new,transgend,thi,gender,school,state,tran,right,peopl,sunak,share,sex,year,lgbtq,marriag,brianna,ghey,student,report,press,say,polici,minist,nginx,alberta,child,forbidden,comment,support,rule,woman,cline,chang,greec,law,health,parent,polit,time,associ,legal,care,court,sport,church,commun,use,prime,orthodox,mother,smith,public,board,feb,surgeri,februari,youth,star,propos,stori,countri,famili,day,life,weather,vote,issu,pleas,video,depart,govern,group,javascript,email,affirm,news,district,game,colorado,privaci,busi,make,member,coupl,parliament,read,post,advertis,like,social,educ,nation,sign,athlet,parti,think,elect,world,need,daili,protest,follow,leader,citi,girl,includ,man,hous,just,murder,provid,polic,contact,identifi,labour,wednesday,survey,articl,week,ident,free,requir,japan,daughter,home,letter,event,plan,republican,biden,twitter,apologis,organ,legisl,colleg,hospit,becaus,case,parkrun,facebook,utah,told,live,want,ani,old,accord,respond,civil,onli,set,browser,campaign,ralli,record,file,question,subscrib,idaho,trump,starmer,kid
140,Far Right,Low Factuality,Alex Jones,https://www.infowars.com/posts/trans-daycare-worker-let-off-scot-free-after-sexually-abusing-infant?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Lean Right,Mixed Factuality,,https://www.lawofficer.com/trans-identifying-pedophile-maria-childres-receives-no-jail-time-molesting-baby/?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Lean Right,Mixed Factuality,,https://www.the-express.com/news/us-news/127431/daycare-worker-jail-time-Kentucky-sexual-abuse-infant?utm_source=ground.news&utm_medium=referral,,0.04120740381171994,0.04011794453458617,0.015188858024931425,0.0,0.0,0.0,0.0,0.05611427814242329,0.0,0.014817342260844357,0.0,0.0,0.0,0.01459176549841172,0.0,0.0,0.0,0.0,0.0,0.03321194080755649,0.0,0.014771830280983266,0.0,0.0,0.0,0.0,0.07756897543906982,0.0,0.03727693378128784,0.0,0.0,0.0,0.0,0.09188739808316267,0.0,0.0,0.0,0.04524365008265344,0.0,0.049655573095346524,0.0,0.0,0.0,0.02160402219929173,0.01990230639247595,0.0,0.01911172459926795,0.0,0.0,0.0,0.025783737652444152,0.0,0.0,0.0,0.03878448771953491,0.0,0.0350255836208315,0.0,0.031922507455474876,0.0,0.0,0.0,0.0,0.01818598593618937,0.0,0.0,0.0,0.0,0.0,0.0,0.026188042283279853,0.0,0.0,0.0,0.0,0.0,0.017874528810107357,0.0,0.0,0.0,0.0,0.0,0.03467314951073939,0.0,0.0,0.0,0.018704759380807765,0.0,0.0,0.03288895414883769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047502482331156955,0.0,0.03878448771953491,0.0,0.02084008411875516,0.0,0.0,0.0,0.0,0.01863846689064392,0.0,0.0,0.09632808738251351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020517918939995623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022429138184576446,0.0,0.020360535017385425,0.0,0.0,0.0,0.0,0.02084008411875516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025394693493224253,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Right,Mixed Factuality,Murdoch Family,https://www.foxnews.com/media/university-california-campuses-dramatic-rise-students-identifying-transgender-non-binary?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.012950082363790262,0.025215404899694205,0.14320020984590787,0.0,0.13253629343669174,0.05216153759603752,0.01708626413283574,0.01763480482898897,0.0,0.013969756762678876,0.0,0.0,0.0,0.041271250504119526,0.020041510803157574,0.0,0.0,0.0,0.26994553960841416,0.031312142658950375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017572304419234082,0.0,0.021797403105419142,0.017824754462759086,0.0,0.017326246207720112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876384944241374,0.0,0.0,0.015255240079758389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01651102050017717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019419296428387297,0.0,0.0,0.0,0.0,0.016968459293824574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019195866353341015,0.0,0.0,0.02020349422321769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16512027304377475,0.0,0.0,0.05930925797922398,0.0,0.0,0.03839173270668203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01964798416124233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021146140739627547,0.0,0.0,0.0,0.018216167637182583,0.0,0.0,0.01964798416124233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Right,Mixed Factuality,Murdoch Family,https://www.foxnews.com/media/parent-claims-victim-lawfare-ex-wife-courts-force-sons-gender-transition?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.02971129046544828,0.2314061634923624,0.0,0.036191942613302296,0.05321350360221244,0.02393477587406905,0.0,0.0,0.019590418867968924,0.0,0.0,0.007759341202790162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02155177410076346,0.0,0.006390455591765846,0.014182028222702031,0.0,0.0,0.0,0.03355718847381421,0.0,0.016126409889313967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025075941571566486,0.01957289862954915,0.03213883735989278,0.028642059804690444,0.0,0.038812363479327684,0.00942302730165169,0.037384546624755176,0.02582986727214873,0.0,0.0,0.0,0.0,0.0,0.011154327346273685,0.0,0.0,0.0,0.0,0.01104142139265378,0.0075762255741847724,0.0,0.0,0.0,0.038399703215695545,0.0,0.015789800359494056,0.0,0.008707971724015806,0.025588426542897245,0.0,0.0,0.0,0.08019641984495128,0.0,0.0,0.0,0.0,0.015572250698254247,0.0,0.0077327169627572365,0.0,0.02435625069901945,0.0,0.030930867851028946,0.018319035008616338,0.022499976437614012,0.0,0.0,0.0,0.008091883802076908,0.00894541813685319,0.009703090869831921,0.0,0.01761638096000846,0.019657440437115647,0.035368414192286035,0.0,0.0,0.0,0.0,0.017960790310106115,0.03470023915582089,0.008482531461174695,0.010275047101871186,0.0,0.0,0.0,0.0,0.010771063044755811,0.0,0.0,0.04654091417978116,0.0,0.0,0.04337529894477612,0.0,0.008675059788955223,0.010823839364373937,0.0,0.0,0.0,0.0,0.025075941571566486,0.0,0.0,0.0,0.0,0.0,0.017752552977851523,0.035697938644862794,0.0,0.02045669969677,0.0,0.013049113902103735,0.02704694602286713,0.0,0.0,0.0,0.02609822780420747,0.0,0.017960790310106115,0.008514047825277374,0.0,0.02910927260949576,0.0,0.05284914288002538,0.027588665405125057,0.00835864719052216,0.02838592667280723,0.0,0.0,0.0,0.0,0.01629960162080428,0.0,0.0,0.0,0.0,0.0,0.0,0.010228349848385,0.040185208987350673,0.0,0.0,0.0,0.0
145,Lean Left,Mixed Factuality,Evgeny Lebedev,https://www.independent.co.uk/sport/parkrun-delete-records-uk-transgender-women-b2493585.html?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.01292907741394046,0.1101378268258176,0.03370181248605909,0.05096800958034083,0.0,0.0,0.0,0.021891036806705434,0.05014047846939341,0.0,0.008670566209474623,0.010235173437068078,0.014107756610440463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007140924321924234,0.03169501417088311,0.0,0.0,0.0,0.0,0.0,0.0,0.008670566209474623,0.0,0.04569778499497499,0.0,0.017767898584513494,0.0,0.0,0.02802075665689271,0.0,0.0,0.024004248822986345,0.0,0.0,0.0,0.0,0.1154528811206674,0.0,0.036955577319494066,0.00782205087501234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00846594623719635,0.0,0.0,0.0,0.008581841175798278,0.0,0.0,0.008791378374898474,0.009730599983947345,0.0,0.0,0.017521799278436063,0.0,0.009957150711861925,0.0,0.0,0.0,0.0,0.03480198310165798,0.0,0.00864081532857517,0.0,0.0,0.0,0.01728163065715034,0.0,0.008380760269690602,0.0,0.013855428470551429,0.0,0.01808432247831916,0.0,0.0,0.00794950687006042,0.009842588017018547,0.0,0.019760967391668858,0.029527764051055644,0.013372800824679459,0.0,0.010359244354122913,0.01003501569838601,0.009693823007066615,0.0,0.0,0.024430061396145293,0.0,0.0,0.0,0.0,0.025397838711589044,0.011127416923915018,0.0,0.0,0.0,0.01938764601413323,0.0,0.0,0.012094946387429783,0.0,0.0,0.0,0.011078799389516074,0.02802075665689271,0.019685176034037095,0.05563708461957509,0.0,0.0,0.0,0.0,0.0,0.05491482278080725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01003501569838601,0.0,0.6609026710619956,0.0,0.0,0.0,0.0,0.0,0.010573150915843404,0.010359244354122913,0.010074409245423572,0.0,0.0,0.0,0.012154626834269112,0.028410548773222084,0.0447060538260479,0.0,0.09820940585651268,0.0,0.0,0.02245219703968606,0.0,0.0,0.0,0.0
146,Lean Right,Mixed Factuality,Press Holdings,https://www.telegraph.co.uk/sport/2024/02/09/parkrun-event-director-quits-removing-records-transgender/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.05168109445354987,0.05031472718464581,0.03571764720734399,0.03934613692626998,0.016528902353686228,0.0,0.0,0.01759421269368185,0.02129775987594485,0.034844002264989044,0.0,0.0,0.03983114515335406,0.020588125770182784,0.0,0.0,0.0,0.0,0.0,0.015620033881261455,0.0,0.013894791082170338,0.03854504511575765,0.0,0.0,0.0,0.0,0.0,0.05259556844574194,0.008435582048873428,0.0,0.053351175293117996,0.0,0.017286364318623605,0.0,0.010202285388553734,0.0545227119291111,0.010639356358273889,0.008734949025288595,0.0389228349444675,0.0,0.0,0.01024426144880368,0.0,0.13104460915243632,0.0,0.01797701540537383,0.0,0.0,0.0,0.0,0.0,0.02470952267010542,0.0,0.0,0.0,0.008236507556701807,0.0,0.0,0.0,0.008349261584524975,0.009539250070561967,0.008582955239804868,0.0,0.02840066239030357,0.0,0.0,0.0,0.023419561968728457,0.0,0.0,0.009502933760881061,0.027063467006929097,0.0,0.0,0.0,0.025219912372173345,0.0,0.026478942709804904,0.0,0.008406637457391116,0.02987335886501554,0.016307260490015317,0.019757903910126398,0.0,0.0,0.0,0.009725027767534075,0.021097466143313596,0.0,0.0,0.010685311249008093,0.009612709122466617,0.0,0.07806227818655538,0.0,0.03023548414336865,0.009763053097151468,0.037724428770989,0.01844359933473709,0.022341072680939957,0.011883986719402845,0.018240879560662924,0.0,0.019602758050756872,0.011709780984364229,0.016473015113403613,0.010825848760734573,0.0,0.017531856148580646,0.0,0.0,0.0,0.0,0.011767156857230366,0.0,0.0,0.014793184695125704,0.0,0.00908711865485185,0.0,0.04330339504293829,0.0,0.0,0.0,0.10614846327711976,0.012936359868030467,0.11753842373908903,0.022239538671042797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009763053097151468,0.0,0.5001043506606011,0.021097466143313596,0.0,0.009575840468191214,0.0,0.0,0.0,0.010078494714456217,0.0,0.0,0.0,0.01772014185776529,0.011825219882627308,0.0,0.02174722942077793,0.0,0.1552651703153736,0.0,0.011119769335521399,0.04368742380371513,0.0,0.0,0.0,0.0
147,Center,High Factuality,Roberts Family,https://news.sky.com/story/sharron-davies-questions-parkruns-decision-to-delete-records-after-trans-row-13068221?utm_source=ground.news&utm_medium=referral,Individual,0.08049185595685596,0.06716895191631202,0.03814576068799206,0.04668990884949757,0.014710458342873513,0.0,0.0,0.07829283740923734,0.0,0.012404241560633324,0.0,0.0,0.0,0.061077007216306246,0.0,0.0,0.0,0.0,0.0,0.013901579960227978,0.0,0.024732283006271463,0.013721789102906256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06330892194364632,0.0,0.04615376207703288,0.0,0.0,0.0,0.0,0.0,0.027712559722851148,0.0,0.0,0.0,0.0,0.06664434464968363,0.0,0.0,0.013545667704130524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014660719594196583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015171498779327134,0.041686070058063185,0.017243080744168082,0.0,0.0,0.03211473619564545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02902640126871564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06947417722248381,0.0,0.035878795453786375,0.0,0.0,0.016414507987325123,0.0,0.0,0.0,0.0,0.0,0.0,0.014660719594196583,0.0,0.0,0.015603071155504165,0.0,0.0,0.02016010772937365,0.0,0.0,0.0,0.0,0.0,0.0,0.03234956019911025,0.0,0.038539327975524916,0.0,0.0,0.0,0.0,0.0,0.019019511719012144,0.01979283319512979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017377921753271106,0.0,0.6358355166571859,0.0,0.0,0.017044689271083262,0.0,0.016174780099555124,0.0,0.0,0.017446140677743006,0.0,0.0,0.0,0.0,0.02459967718974037,0.038709371695927676,0.0,0.21259002249047512,0.0,0.03958566639025958,0.0,0.0,0.0,0.0,0.0
148,Center,High Factuality,Murdoch Family,https://www.thetimes.co.uk/article/parkrun-wrong-trans-row-biological-gender-7nsv6fk36?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.01232363203641598,0.02799473894150989,0.0,0.016193756537735107,0.0,0.0,0.0,0.0,0.013654997226205638,0.0,0.0,0.0,0.01344711581190816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017423136056099624,0.0,0.03387171987690429,0.0,0.0,0.0,0.0,0.0,0.3050689752346856,0.0,0.0,0.0,0.0,0.018341071819776362,0.0,0.017612507141759087,0.029823033358850806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048417007460159076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016472363061136454,0.0,0.0,0.01935728572715514,0.0,0.0,0.0,0.0,0.0,0.0,0.018763354742851013,0.0,0.0,0.0,0.025493153360182787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05543927255153918,0.0,0.0,0.0,0.0,0.042239996779493284,0.0,0.0,0.021212680115637518,0.02066968652711149,0.0,0.0,0.0,0.0,0.04187460853570097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019130188023041044,0.0,0.18665297508838274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09361043650227713,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Lean Right,Mixed Factuality,,https://www.gbnews.com/news/parkrun-director-quits-record-scrapping-row?utm_source=ground.news&utm_medium=referral,,0.01917319278890478,0.05599885071896535,0.0,0.01946272169768784,0.012264130036992279,0.0,0.0,0.09138198981978052,0.021070041718527263,0.0,0.0,0.0,0.02955394939302224,0.010183997552108581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010309669754360543,0.03431962525758119,0.0,0.0,0.0,0.0,0.0,0.0,0.012518081717873934,0.01613602911153043,0.039585553681684586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02310400044493594,0.0,0.0,0.015202092897966219,0.0,0.08334222734227131,0.0,0.013338602279258371,0.011293042425277192,0.0,0.0,0.0,0.0,0.024445325542995364,0.0,0.0,0.017813034852110922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020640799658392377,0.0,0.025297000208817692,0.0,0.0,0.0,0.0,0.01338705061484042,0.0,0.012561292362157628,0.0,0.0,0.0,0.019646870051397772,0.0,0.0,0.0,0.03629902801477657,0.0,0.0,0.0,0.01305456997425436,0.0,0.0,0.01147705630890354,0.014210181680842116,0.0,0.0,0.0,0.11584144066895913,0.0,0.04486830417786259,0.0,0.01399540302552158,0.013684798648529416,0.0,0.0,0.013534384445752013,0.0,0.014544872289390947,0.0173768679400438,0.0,0.0,0.0,0.026016605216145416,0.0,0.0,0.0,0.0,0.017462011544955875,0.0,0.0,0.021952521332646708,0.0,0.0,0.014210181680842116,0.04819543879736841,0.0,0.0,0.0,0.0,0.0,0.0792829698182264,0.0,0.0,0.0,0.014544872289390947,0.0,0.0,0.0,0.0,0.0,0.01448799807505945,0.0,0.6007765708963273,0.03130783432511912,0.0,0.028420363361684232,0.0,0.013484937167630755,0.0,0.0,0.0,0.0,0.0,0.013148007010224543,0.0,0.0,0.03227205822306086,0.0,0.23040758523675686,0.0,0.0,0.0,0.0,0.015392268304687984,0.0,0.0
150,,,,https://www.businesskhabar.com/world/sharron-davies-questions-parkruns-decision-to-delete-records-after-trans-row/?utm_source=ground.news&utm_medium=referral,,0.0,0.044710387029689824,0.038087055296627335,0.046618054223390826,0.014687819307798647,0.0,0.10603705150019234,0.09380681598018303,0.012616996258032361,0.012385151736698347,0.0,0.014991957994395308,0.0,0.07317961343784898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024694220628512058,0.013700671605575447,0.0,0.0,0.0,0.0,0.0,0.015579058411174128,0.0,0.0,0.0,0.0,0.015360910855892232,0.0,0.0,0.0,0.0,0.0,0.013834955386111594,0.0,0.0,0.0,0.0,0.08317722579455009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014638157105837641,0.0,0.0,0.0,0.01483854679312064,0.0,0.0,0.0,0.0,0.0,0.0,0.015148150214313193,0.020810958108646752,0.0,0.0,0.0,0.01603265620162591,0.0,0.030087416218076857,0.0,0.0,0.0,0.0,0.0,0.0,0.053091788884398486,0.04347259552219432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04624483877694935,0.0,0.03582357886639053,0.0,0.03352246757962338,0.03277849292317215,0.0,0.0,0.0,0.0,0.0,0.08324383243458701,0.0,0.0,0.0,0.015579058411174128,0.024104205079829234,0.0,0.04025816363475101,0.0,0.0,0.0,0.0,0.0,0.0,0.01614988750916351,0.0,0.0,0.0,0.0,0.0,0.017150008072948565,0.0,0.0,0.019762372509643904,0.0,0.0,0.05225787448368598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5925331826129981,0.05624253152471715,0.0,0.0,0.0,0.0,0.0,0.0,0.017419291494561992,0.0,0.0,0.0,0.0,0.0,0.038649798921026705,0.0,0.08490514066119871,0.0,0.05928711752893171,0.0,0.0,0.018434153495966853,0.0,0.0
151,Lean Right,High Factuality,Leon Cooperman,https://calgaryherald.com/opinion/letters/letters-feb-10-follow-medical-not-political-guidelines?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.569467567142696,0.0,0.0,0.5096260003574106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Center,High Factuality,Nexstar Media Group,https://thehill.com/homenews/state-watch/4459425-illinois-bill-would-give-tax-credit-to-residents-fleeing-states-with-abortion-gender-affirming-care-bans/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12115017908874726,0.33287909958652107,0.0,0.0,0.0,0.0,0.5630505396641463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1340511182325977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14621091209088577,0.0,0.0,0.0,0.0,0.0,0.0,0.19643776402126784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Right,Low Factuality,,https://www.newsbusters.org/blogs/culture/tierin-rose-mandelburg/2024/02/09/american-college-pediatricians-confirms?utm_source=ground.news&utm_medium=referral,,0.0,0.023200485043360954,0.07905439567483828,0.02419038486609746,0.15243193128428387,0.0,0.0,0.0,0.0,0.025706914810307277,0.0,0.0,0.03673285891023698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05125591026253517,0.0,0.0,0.0,0.0,0.13457602641766575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10056326911941096,0.0,0.0,0.0861484849946578,0.0,0.0,0.0377896250775304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030383306212118925,0.04827072443051766,0.0,0.0,0.03079923980174012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033277761622968506,0.0,0.0,0.08317410749504318,0.0,0.0,0.0,0.0,0.0,0.0,0.03007758358369838,0.0,0.0,0.0,0.0,0.0,0.0,0.0285298647902088,0.03532391504293829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03364400660441644,0.0,0.0,0.0,0.0,0.0,0.0,0.03233626328647771,0.0,0.03479001455215093,0.0,0.0,0.0,0.0,0.03858461543523581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15699449004081345,0.0,0.0,0.03414430043654858,0.0,0.0,0.0,0.03532391504293829,0.0,0.0,0.0,0.0,0.03615589473803165,0.0,0.0,0.03268354290214856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26978106467146346
