,bias,factuality,owner,source,owner_type,transgend,tran,gender,lgbtq,sex,school,marriag,right,sunak,alberta,legal,say,greec,time,question,ghey,brianna,polici,member,colleg,propos,student,board,mother,utah,youth,new,ralli,senat,plan,initi,state,critic,surgeri,jibe,protest,girl,identifi,game,peopl,apolog,japan,activist,countri,orthodox,survey,face,rishi,affirm,divers,oppos,leader,vote,commun,chang,parent,progress,recognit,inclus,rule,transit,support,resign,kentucki,follow,remark,shooter,equiti,greek,group,hundr,limit,year,court
32,Lean Left,High Factuality,Glacier Media,https://www.sasktoday.ca/indigenous-news/legal-experts-raise-concerns-about-albertas-plans-for-transgender-youth-8312193?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.19808045282922765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30855373022902965,0.3156236123826484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3463941756511037,0.0,0.0,0.0,0.3518663624392596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Lean Left,High Factuality,,https://www.thereminder.ca/alberta-news/deep-concerns-legal-experts-criticize-albertas-plans-for-transgender-youth-8312190?utm_source=ground.news&utm_medium=referral,,0.18220069814358716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28381753100597684,0.29032063338575975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31862437577783453,0.0,0.0,0.0,0.32365786716445666,0.0,0.0,0.3290387624537621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Lean Left,Mixed Factuality,Evgeny Lebedev,https://www.independent.co.uk/news/uk/home-news/brianna-ghey-mother-esther-murder-trans-online-b2497252.html?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.18618694260003793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2610513868156012,0.0,0.0,0.0,0.2837970693140418,0.2837970693140418,0.0,0.0,0.0,0.0,0.0,0.0,0.2918628815684621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Lean Right,Mixed Factuality,Reach Plc,https://www.express.co.uk/news/uk/1867303/brianna-ghey-targeted-trans-hate?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.19005148100817365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26646982860726415,0.0,0.0,0.0,0.28968762565040357,0.28968762565040357,0.0,0.0,0.0,0.0,0.0,0.0,0.29792085373331717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Center,Mixed Factuality,Reach Plc,https://www.manchestereveningnews.co.uk/news/greater-manchester-news/brianna-gheys-mother-says-trans-28643497?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.21630572492205735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30328071710355015,0.0,0.0,0.0,0.3297058856624496,0.3297058856624496,0.0,0.0,0.0,0.0,0.0,0.0,0.3390764749337149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,,,MNA Media,https://www.shropshirestar.com/news/uk-news/2024/02/16/brianna-gheys-mother-says-trans-hate-targeting-daughter-on-x-is-horrendous/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.2013405498560161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28229815167563743,0.0,0.0,0.0,0.30689508719180963,0.30689508719180963,0.0,0.0,0.0,0.0,0.0,0.0,0.3156173694940061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Center,Mixed Factuality,Evgeny Lebedev,https://www.standard.co.uk/news/politics/keir-starmer-rishi-sunak-twitter-elon-musk-mind-b1139509.html?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.2013405498560161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28229815167563743,0.0,0.0,0.0,0.30689508719180963,0.30689508719180963,0.0,0.0,0.0,0.0,0.0,0.0,0.3156173694940061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Center,Mixed Factuality,ITV Plc,https://www.itv.com/news/2024-02-15/esther-ghey-obvious-there-were-elements-of-trans-hate-in-briannas-death?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Lean Left,High Factuality,Warner Bros. Discovery,https://www.cnn.com/2024/02/15/us/utah-natalie-cline-censure-student-gender/index.html?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.1842033212957915,0.0,0.0,0.20790320877400437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2400605289684861,0.0,0.0,0.0,0.24636094866799277,0.0,0.0,0.0,0.24976456991470342,0.0,0.2533627868602612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2612420142859463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Lean Left,High Factuality,Nonprofit Corporation,https://www.sltrib.com/news/politics/2024/02/15/legislature-eyes-censure-not/?utm_source=ground.news&utm_medium=referral,Other,0.0,0.0,0.0,0.0,0.0,0.24476252006395827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2900384606707672,0.0,0.0,0.0,0.2940455124070091,0.0,0.29828165985526184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Lean Right,High Factuality,Sinclair Broadcast Group,https://kutv.com/news/crisis-in-the-classroom/education-board-member-natalie-cline-facing-2nd-censure-this-time-from-legislature?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24418483494760798,0.0,0.0,0.0,0.0,0.26259985559756066,0.0,0.0,0.0,0.2662278268841119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29343499113916743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Center,High Factuality,E. W. Scripps Company,https://www.fox13now.com/news/politics/utah-house-runs-resolution-to-censure-natalie-cline?utm_source=ground.news&utm_medium=referral,Corporation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27377991025046905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,,,,https://www.cityweekly.net/utah/utah-gov-spencer-cox-says-school-board-was-right-to-punish-natalie-cline-predicts-a-donald-trump-win-in-november/Content?oid=21123751&utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.0,0.1752978131132937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21059406998774702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,,,,https://ksltv.com/623066/utah-lawmakers-to-decide-on-formal-censure-of-school-board-member-natalie-cline/?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.0,0.24157590365452966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2862623869569594,0.0,0.0,0.0,0.29021727001634334,0.0,0.2943982661409056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Lean Left,High Factuality,Independent Media,https://apnews.com/article/alabama-legislature-17c121f045e08c1c753378ee6db1746c?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.245980502662708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3246415619476778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3489046993665992,0.0,0.3489046993665992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Lean Left,High Factuality,The Walt Disney Company,https://abcnews.go.com/US/wireStory/alabama-senate-votes-change-archives-oversight-after-lgbtq-107247576?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.245980502662708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3246415619476778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3489046993665992,0.0,0.3489046993665992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Center,High Factuality,News-Press & Gazette Company,https://krdo.com/news/2024/02/14/alabama-senate-votes-to-change-archives-oversight-after-lgbtq-lecture/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.245980502662708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3246415619476778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3489046993665992,0.0,0.3489046993665992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Center,High Factuality,News-Press & Gazette Company,https://localnews8.com/news/ap-national/2024/02/14/alabama-senate-votes-to-change-archives-oversight-after-lgbtq-lecture/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.245980502662708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3246415619476778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3489046993665992,0.0,0.3489046993665992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Center,High Factuality,News-Press & Gazette Company,https://kvia.com/news/ap-national/2024/02/14/alabama-senate-votes-to-change-archives-oversight-after-lgbtq-lecture/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.245980502662708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3246415619476778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3489046993665992,0.0,0.3489046993665992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Center,High Factuality,,https://www.winnipegfreepress.com/world/2024/02/14/alabama-senate-votes-to-change-archives-oversight-after-lgbtq-lecture?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.245980502662708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3246415619476778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3489046993665992,0.0,0.3489046993665992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Right,Mixed Factuality,Tucker Carlson,https://dailycaller.com/2024/02/15/study-kaiser-mastectomy-transgender-12-13-year-old/?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21258217810133506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2309794328674881,0.0
53,Right,Low Factuality,,https://www.bizpacreview.com/2024/02/15/little-noticed-study-reveals-12-to-14-year-olds-had-their-breasts-chopped-off-in-blue-state-healthcare-system-1437322/?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21258217810133506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2309794328674881,0.0
54,Lean Left,High Factuality,Independent Media,https://apnews.com/article/kentucky-colleges-diversity-equity-inclusion-legislature-35a95dc23ad73db77797c716aa0fc238?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3207563567949002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33549609046926904,0.0,0.34107379926591386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3535360665168702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36057047619403554,0.0,0.0,0.0,0.0,0.36827580019123896,0.0,0.0,0.0,0.36827580019123896,0.0,0.0,0.0,0.3767936406918309,0.0,0.0
55,Center,High Factuality,Nexstar Media Group,https://thehill.com/homenews/race-politics/4467749-kentucky-senate-dei-public-universities/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31635899310700727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34726890906900043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3553008817827338,0.0,0.0
56,Center,High Factuality,Advance Publications,https://spectrumnews1.com/ky/louisville/news/2024/02/14/dei-initiatives-kentucky-collleges?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36101262477952845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37760225684639226,0.0,0.3838799914891391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4144959576119433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4240828228179799,0.0,0.0
57,Lean Left,High Factuality,Hearst Communications,https://www.sfgate.com/news/article/diversity-equity-and-inclusion-initiatives-18666074.php?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3207563567949002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33549609046926904,0.0,0.34107379926591386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3535360665168702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36057047619403554,0.0,0.0,0.0,0.0,0.36827580019123896,0.0,0.0,0.0,0.36827580019123896,0.0,0.0,0.0,0.3767936406918309,0.0,0.0
58,Lean Left,High Factuality,Mortimer Zuckerman,https://www.usnews.com/news/us/articles/2024-02-13/diversity-equity-and-inclusion-initiatives-limited-at-kentucky-colleges-under-senate-bill?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3207563567949002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33549609046926904,0.0,0.34107379926591386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3535360665168702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36057047619403554,0.0,0.0,0.0,0.0,0.36827580019123896,0.0,0.0,0.0,0.36827580019123896,0.0,0.0,0.0,0.3767936406918309,0.0,0.0
59,Center,High Factuality,McClatchy,https://www.kentucky.com/news/local/education/article285472277.html?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23392183250818374,0.24086615441907264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26857690650301713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Center,High Factuality,Alden Global Capital,https://www.denverpost.com/2024/02/14/aclu-sues-childrens-hospital-colorado-gender-affirming-surgery-transgender/?utm_source=ground.news&utm_medium=referral,Private Equity,0.0,0.0,0.19263574891358282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2689523123887374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878914152971787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Center,High Factuality,Tegna Inc.,https://www.9news.com/article/news/local/aclu-childrens-hospital-colorado-lawsuit/73-3e991c20-202b-4167-9d04-12198a2872cb?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.23909543614775786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33381794810256527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35732476392298934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Center,High Factuality,Nexstar Media Group,https://kdvr.com/news/local/transgender-patient-sues-childrens-hospital-colorado-surgery-denied/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.16876549335131233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29512949467143845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Lean Left,High Factuality,,https://coloradosun.com/2024/02/14/transgender-patient-suing-childrens-hospital/?utm_source=ground.news&utm_medium=referral,,0.14730641537729822,0.0,0.1845067356714089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25760282548793306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27574271942708445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Lean Left,High Factuality,,https://www.register-herald.com/health/aclu-sues-children-s-hospital-colorado-for-halting-adult-gender-affirming-surgeries/article_2112468e-cb87-11ee-a4f9-2b272b9c30b8.html?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.19263574891358282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2689523123887374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878914152971787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
