,bias,factuality,owner,source,owner_type,transgender,state,gender,sex,school,lgbtq,board,people,marriage,new,greece,trans,woman,member,policy,say,wednesday,said,year,alberta,public,minister,orthodox,child,youth,government,right,prime,university,department,utah,student,record,surgery,education,girl,change,country,according,day,court,church,mother,legal,official,parliament,social,christian,house,couple,alabama,post,proposed,senate,sunak,gov,law,group,legalize,ghey,conservative,game,survey,health,vote
122,Left,Mixed Factuality,John K. Byrne,https://www.rawstory.com/go-outside-or-go-to-jail-top-nc-republican-targets-trans-restroom-rights/?utm_source=ground.news&utm_medium=referral,Independent,0.048614614793329416,0.21081996167462103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17147268927033874,0.0,0.0,0.0,0.0,0.0,0.08347143538877841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08736752834294122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10663029442475598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Center,High Factuality,Capitol Broadcasting Company,https://www.wral.com/story/robinson-campaigning-on-transgender-restroom-usage-as-he-seeks-gop-nomination/21280765/?utm_source=ground.news&utm_medium=referral,Independent,0.07392798668476246,0.0,0.0,0.0,0.0,0.0,0.0,0.12180230137629074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1328593366310868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1524928747340927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Left,Mixed Factuality,,https://www.advocate.com/politics/mark-robinson-trans-bathroom-nc?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.0,0.31725546942608807,0.0,0.16354643980873562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2047552999997334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Center,High Factuality,,https://medicalxpress.com/news/2024-02-ed-transgender-gender-diverse-medicare.html?utm_source=ground.news&utm_medium=referral,,0.0778297271921875,0.0,0.11182422991836076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15242125872841084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13987133139476912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Lean Left,High Factuality,Roberts Family,https://www.nbcnews.com/news/oklahoma-principal-drag-queen-resigns-ryan-walters-pressure-rcna138132?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.13000947025027326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Center,High Factuality,Gannett,https://www.desmoinesregister.com/story/news/politics/2024/02/12/iowa-gender-lgbtq-bill-man-woman-could-draw-large-crowd-monday-at-public-hearing/72570253007/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.10069411858346801,0.0,0.0,0.0,0.0,0.1609121166277088,0.0,0.16590165549647604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18457377950202655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19719874210969449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19963408979933786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Right,Low Factuality,Salem Media Group,https://redstate.com/streiff/2024/02/12/shooter-at-joel-osteens-church-was-transgender-immigrant-with-a-political-message-on-her-ar-15-n2169998?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Far Right,Low Factuality,,https://www.wnd.com/2024/02/pro-palestinian-message-written-gun-used-joel-osteen-church-shooting/?utm_source=ground.news&utm_medium=referral,,0.07476833263465868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15880471394778012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Center,High Factuality,,https://medicalxpress.com/news/2024-02-mental-health-lgbtq-individuals-pandemic.html?utm_source=ground.news&utm_medium=referral,,0.06851757401780233,0.0,0.0,0.0,0.0,0.10949306688911636,0.0,0.0,0.0,0.11764487442586069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12083704385048588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12313603872906356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1455283722249161,0.0
131,Lean Left,High Factuality,The Hindu Group,https://www.thehindu.com/news/international/greeks-protest-against-same-sex-marriage-and-adoption-reform/article67837142.ece?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21676789774796915,0.0,0.0,0.0,0.0,0.0,0.0,0.19891985353354216,0.0,0.0,0.0,0.0,0.2388074077742405,0.0,0.0,0.20498288516808555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23509350135625617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Lean Left,High Factuality,Independent Media,https://apnews.com/article/greece-same-sex-marriage-legislation-religion-protest-ce2357ec362d8acfe231485b4af550ae?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.21824623716211172,0.0,0.0,0.0,0.0,0.2333124175934028,0.0,0.26145525223445754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2880382735808304,0.0,0.0,0.0,0.0,0.0,0.0
133,Lean Left,High Factuality,The Walt Disney Company,https://abcnews.go.com/International/wireStory/hundreds-protesters-opposed-bill-allowing-same-sex-marriage-107140105?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.18129800173798266,0.0,0.0,0.0,0.0,0.1938135366747342,0.0,0.2171918993443998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2146288935372279,0.0,0.0,0.0,0.0,0.0,0.22268730672969358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23927451901713068,0.0,0.0,0.0,0.0,0.0,0.2320578453987601
134,Lean Right,Mixed Factuality,Mediahuis,https://www.independent.ie/world-news/europe/hundreds-of-protesters-rally-in-greek-capital-to-oppose-bill-allowing-same-sex-marriage/a971655506.html?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.19655982278372275,0.0,0.0,0.0,0.0,0.21012892616946613,0.0,0.23547529942935602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Center,High Factuality,News-Press & Gazette Company,https://krdo.com/news/2024/02/11/hundreds-of-protesters-opposed-to-bill-allowing-same-sex-marriage-rally-in-greek-capital/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.09711852459175073,0.0,0.0,0.0,0.0,0.10382290233382029,0.0,0.3490389846893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11002093154485136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1149733658135986,0.0,0.0,0.0,0.0,0.0,0.11929013264114498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12817564472072215,0.0,0.11929013264114498,0.0,0.0,0.0,0.24861956942735078
136,Center,High Factuality,News-Press & Gazette Company,https://localnews8.com/news/ap-national/2024/02/11/hundreds-of-protesters-opposed-to-bill-allowing-same-sex-marriage-rally-in-greek-capital/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.09711852459175073,0.0,0.0,0.0,0.0,0.10382290233382029,0.0,0.3490389846893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11002093154485136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1149733658135986,0.0,0.0,0.0,0.0,0.0,0.11929013264114498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12817564472072215,0.0,0.11929013264114498,0.0,0.0,0.0,0.24861956942735078
137,Lean Right,Mixed Factuality,Murdoch Family,https://nypost.com/2024/02/10/news/transgender-woman-accused-of-sexually-abusing-infant-escapes-jail-time-after-copping-plea-deal/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18474524397762362,0.0,0.0,0.0,0.0,0.0,0.0,0.178059844916591,0.18978507871716957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Right,Low Factuality,Herring Networks,https://www.oann.com/newsroom/trans-daycare-worker-reaches-plea-deal-avoids-prison-time-after-sexually-abusing-infant/?utm_source=ground.news&utm_medium=referral,Independent,0.07877004718622801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1389182232790964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Far Right,Low Factuality,Salem Media Group,https://twitchy.com/grateful-calvin/2024/02/08/horrifying-transwoman-child-abuser-who-molested-a-baby-gets-plea-deal-with-zero-jail-time-n2392695?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Far Right,Low Factuality,Alex Jones,https://www.infowars.com/posts/trans-daycare-worker-let-off-scot-free-after-sexually-abusing-infant?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24599454923166836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Lean Right,Mixed Factuality,,https://www.lawofficer.com/trans-identifying-pedophile-maria-childres-receives-no-jail-time-molesting-baby/?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Lean Right,Mixed Factuality,,https://www.the-express.com/news/us-news/127431/daycare-worker-jail-time-Kentucky-sexual-abuse-infant?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Right,Mixed Factuality,Murdoch Family,https://www.foxnews.com/media/university-california-campuses-dramatic-rise-students-identifying-transgender-non-binary?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.10755983201997704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2106445130485693,0.0,0.0,0.2106445130485693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Right,Mixed Factuality,Murdoch Family,https://www.foxnews.com/media/parent-claims-victim-lawfare-ex-wife-courts-force-sons-gender-transition?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15504761175204387,0.0,0.0,0.0,0.0,0.16716877506981265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Lean Left,Mixed Factuality,Evgeny Lebedev,https://www.independent.co.uk/sport/parkrun-delete-records-uk-transgender-women-b2493585.html?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15891301237823574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16809441309387763,0.0
146,Lean Right,Mixed Factuality,Press Holdings,https://www.telegraph.co.uk/sport/2024/02/09/parkrun-event-director-quits-removing-records-transgender/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.11703427808887912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20640071392138654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.234998427268926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,Center,High Factuality,Roberts Family,https://news.sky.com/story/sharron-davies-questions-parkruns-decision-to-delete-records-after-trans-row-13068221?utm_source=ground.news&utm_medium=referral,Individual,0.09248984040247277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18571453926027487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,Center,High Factuality,Murdoch Family,https://www.thetimes.co.uk/article/parkrun-wrong-trans-row-biological-gender-7nsv6fk36?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16525709208875952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Lean Right,Mixed Factuality,,https://www.gbnews.com/news/parkrun-director-quits-record-scrapping-row?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08197497643665613,0.0,0.0,0.08435385421131493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3733318586360837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,,,,https://www.businesskhabar.com/world/sharron-davies-questions-parkruns-decision-to-delete-records-after-trans-row/?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Lean Right,High Factuality,Leon Cooperman,https://calgaryherald.com/opinion/letters/letters-feb-10-follow-medical-not-political-guidelines?utm_source=ground.news&utm_medium=referral,Individual,0.11966543982653834,0.0,0.17193296365283692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2315865539880025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254164233325162,0.0
152,Center,High Factuality,Nexstar Media Group,https://thehill.com/homenews/state-watch/4459425-illinois-bill-would-give-tax-credit-to-residents-fleeing-states-with-abortion-gender-affirming-care-bans/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.15509330854070152,0.07707789516947784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10914934829160716,0.0,0.0,0.0,0.0,0.0,0.0,0.11394233959477439,0.0
153,Right,Low Factuality,,https://www.newsbusters.org/blogs/culture/tierin-rose-mandelburg/2024/02/09/american-college-pediatricians-confirms?utm_source=ground.news&utm_medium=referral,,0.05513970451532396,0.0,0.07922364908367553,0.0,0.0,0.0,0.0,0.09084709605055963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19818812583597742,0.09231751822782727,0.0,0.0,0.0,0.0,0.0,0.0,0.3201328848612642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10931884481015157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Right,Low Factuality,,https://thebfd.co.nz/2024/02/10/sa-likely-to-endorse-trans-inquiry/?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Center,High Factuality,Hearst Communications,https://www.wesh.com/article/florida-license-rule-change-gender/46701644?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.1477083646693702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17544964603841448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Center,High Factuality,,https://floridapolitics.com/archives/658387-transgender-activists-stage-die-ins-at-florida-drivers-license-offices/?utm_source=ground.news&utm_medium=referral,,0.050574599244936,0.0731065141614555,0.07266459511067604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09787618860914839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Left,Mixed Factuality,,https://truthout.org/articles/florida-activists-protest-anti-transgender-policy-organize-die-ins-outside-dmvs/?utm_source=ground.news&utm_medium=referral,,0.1204393684636156,0.1740973241041292,0.17304492918291292,0.0,0.0,0.0,0.0,0.09921677102968553,0.0,0.0,0.0,0.0,0.0,0.0,0.21856982993497912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11793385897620025,0.0,0.0,0.0,0.0,0.0,0.0,0.11654216266371994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Left,Mixed Factuality,,https://www.advocate.com/news/dmv-florida-die-in-transgender?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.18173701000167847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26091175337492745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
